Annotation	lhs	op	rhs	Cov_Smooth	Z_smooth	Enrichment	Enrichment_SE	Enrichment_p_value	Error	Warning	target_parameter	est	SE	Fixed_Enrich	annotation_raw	annotation_key	annotation_basename	annotation_class	published_label	is_nonbase	alpha_168	alpha_155	Bonferroni_significant_168	Bonferroni_significant_155	Annotation_model_warning	Annotation_model_error	alpha_984	Bonferroni_significant_984	QC_warning_free	Bonferroni_significant_984_warning_free
Franke.13.	F_COMP	~~	SCZ_FG	0.002698278221521	0.952680890491444	1.77343943662423	0.566499410214921	0.0860800018013749	0.0	0	F_COMP~~SCZ_FG				Franke.13.	Franke.13.	Franke.13.	expression	Brain Stem	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.14.	F_COMP	~~	SCZ_FG	0.0027654529600308	0.840589401545504	1.53190698325725	0.579581669802151	0.179376731755779	0.0	0	F_COMP~~SCZ_FG				Franke.14.	Franke.14.	Franke.14.	expression	Whole Brain	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.31.	F_COMP	~~	SCZ_FG	0.0014396331109608	0.84699715722659	1.7715097162721	0.518261438772778	0.0682898232850687	0.0	0	F_COMP~~SCZ_FG				Franke.31.	Franke.31.	Franke.31.	expression	Epidermis	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.39.	F_COMP	~~	SCZ_FG	0.0015340809308177	0.778565913260909	1.51382718784285	0.500271409084514	0.152187431168656	0.0	0	F_COMP~~SCZ_FG				Franke.39.	Franke.39.	Franke.39.	expression	Fibroblasts	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.30.	F_COMP	~~	SCZ_FG	0.0016124704954196	0.909716018954783	1.54420808747085	0.558597289220527	0.164968576556767	0.0	0	F_COMP~~SCZ_FG				Franke.30.	Franke.30.	Franke.30.	expression	Epithelial Cells	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.147.	F_COMP	~~	SCZ_FG	0.0013390571650117	0.754361140761138	1.45126836208071	0.506258258976873	0.186362737875892	0.0	0	F_COMP~~SCZ_FG				Franke.147.	Franke.147.	Franke.147.	expression	Embryoid Bodies	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.1.	F_COMP	~~	SCZ_FG	0.0017518557345808	0.68759234439361	1.426896312104	0.486915252323384	0.190314922909142	0.0	0	F_COMP~~SCZ_FG				GTEx.1.	GTEx.1.	GTEx.1.	expression	Adipose Subcutaneous	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.8.	F_COMP	~~	SCZ_FG	0.0030124860906177	0.899276672893501	1.48843812837568	0.51628139543211	0.17205654642264	0.0	0	F_COMP~~SCZ_FG				GTEx.8.	GTEx.8.	GTEx.8.	expression	Amygdala	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.9.	F_COMP	~~	SCZ_FG	0.002846819584011	0.819752052453827	1.60469205948521	0.528026891755389	0.126064859996298	0.0	0	F_COMP~~SCZ_FG				GTEx.9.	GTEx.9.	GTEx.9.	expression	Cingulate Cortex	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.10.	F_COMP	~~	SCZ_FG	0.0028020659933439	0.875552399446259	1.48889382192022	0.511794793048017	0.169724731304701	0.0	0	F_COMP~~SCZ_FG				GTEx.10.	GTEx.10.	GTEx.10.	expression	Caudate	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.11.	F_COMP	~~	SCZ_FG	0.0020842071487621	0.688609545645212	1.75614619032489	0.555469922531553	0.086713721084628	0.0	0	F_COMP~~SCZ_FG				GTEx.11.	GTEx.11.	GTEx.11.	expression	Cerebellar Hemispher	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.12.	F_COMP	~~	SCZ_FG	0.0021794827237458	0.735868137761171	1.63690876485189	0.55456661797775	0.12538519688454	0.0	0	F_COMP~~SCZ_FG				GTEx.12.	GTEx.12.	GTEx.12.	expression	Cerebellum	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.13.	F_COMP	~~	SCZ_FG	0.0028529091756667	0.831176902768933	1.61500553998956	0.540993344126375	0.127809287476272	0.0	0	F_COMP~~SCZ_FG				GTEx.13.	GTEx.13.	GTEx.13.	expression	Cortex	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.14.	F_COMP	~~	SCZ_FG	0.0028145240773693	0.804367128549323	1.68547731147817	0.533040655569635	0.0992257773511411	0.0	0	F_COMP~~SCZ_FG				GTEx.14.	GTEx.14.	GTEx.14.	expression	Frontal Cortex	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.15.	F_COMP	~~	SCZ_FG	0.0031818628957004	0.931993544257991	1.67790961251336	0.525723185755605	0.0986156064120471	0.0	0	F_COMP~~SCZ_FG				GTEx.15.	GTEx.15.	GTEx.15.	expression	Hippocampus	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.16.	F_COMP	~~	SCZ_FG	0.0031248172578347	0.959204345766229	1.55728225919724	0.495905938363638	0.130556143094897	0.0	0	F_COMP~~SCZ_FG				GTEx.16.	GTEx.16.	GTEx.16.	expression	Hypothalamus	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.17.	F_COMP	~~	SCZ_FG	0.0026054745120465	0.801342107508905	1.56064779517734	0.507568644512993	0.134671826194328	0.0	0	F_COMP~~SCZ_FG				GTEx.17.	GTEx.17.	GTEx.17.	expression	Nucleus Accumbens	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.18.	F_COMP	~~	SCZ_FG	0.0028866968584298	0.898246883542066	1.50564072823795	0.515149305267278	0.163162743290397	0.0	0	F_COMP~~SCZ_FG				GTEx.18.	GTEx.18.	GTEx.18.	expression	Putamen	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.19.	F_COMP	~~	SCZ_FG	0.0035909161874511	1.1918722570638	1.58913395481197	0.509184996234933	0.123633406298052	0.0	0	F_COMP~~SCZ_FG				GTEx.19.	GTEx.19.	GTEx.19.	expression	Spinal Cord	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.20.	F_COMP	~~	SCZ_FG	0.0033062428625861	1.05794570207836	1.59761094069666	0.508421080091665	0.119912326812349	0.0	0	F_COMP~~SCZ_FG				GTEx.20.	GTEx.20.	GTEx.20.	expression	Substantia Nigra	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.152.	F_COMP	~~	SCZ_FG	0.0020853583402986	1.0956654242761	1.60388420820629	0.486094622640532	0.107059587065531	0.0	0	F_COMP~~SCZ_FG				Franke.152.	Franke.152.	Franke.152.	expression	Endocrine Cells	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.40.	F_COMP	~~	SCZ_FG	0.0016477368284261	0.722399764878226	1.55321938866912	0.508402038392988	0.138263704260778	0.0	0	F_COMP~~SCZ_FG				GTEx.40.	GTEx.40.	GTEx.40.	expression	Ovary	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.42.	F_COMP	~~	SCZ_FG	0.0015986919351405	0.711236909601761	1.42108878011624	0.498705504135156	0.199233125142784	0.0	0	F_COMP~~SCZ_FG				GTEx.42.	GTEx.42.	GTEx.42.	expression	Pituitary	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.49.	F_COMP	~~	SCZ_FG	0.0009998518172091	0.663178296492154	0.857764843524515	0.311193003739937	0.676187520713062	0.0	0	F_COMP~~SCZ_FG				GTEx.49.	GTEx.49.	GTEx.49.	expression	Testis	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.224.	F_COMP	~~	SCZ_FG	0.0011975333123274	0.761399680108502	0.929110138204599	1.27801166587422	0.522117534691664	0.0	0	F_COMP~~SCZ_FG				Roadmap.224.	Roadmap.224.	Roadmap.224.	chromatin	Adipose Nuclei H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.60.	F_COMP	~~	SCZ_FG	0.0018829633302267	1.30375517553665	1.2033143476776	2.25027109989944	0.464004128569806	0.0	0	F_COMP~~SCZ_FG				Roadmap.60.	Roadmap.60.	Roadmap.60.	chromatin	Angular Gyrus H3K27ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.139.	F_COMP	~~	SCZ_FG	0.001743777098162	0.955430537276102	7.86209823901444	3.42512239826048	0.0225639290113502	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_COMP~~SCZ_FG				Roadmap.139.	Roadmap.139.	Roadmap.139.	chromatin	Angular Gyrus H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.227.	F_COMP	~~	SCZ_FG	0.0017486412300502	0.998187448798432	-0.142001126211853	2.41448049922108	0.681886296607557	0.0	0	F_COMP~~SCZ_FG				Roadmap.227.	Roadmap.227.	Roadmap.227.	chromatin	Angular Gyrus H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.315.	F_COMP	~~	SCZ_FG	0.0016272345023517	1.30667984867258	1.21369974769601	3.40073207459728	0.474947220816355	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.315.	Roadmap.315.	Roadmap.315.	chromatin	Angular Gyrus H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.373.	F_COMP	~~	SCZ_FG	0.0033905608394373	1.79991374711383	4.35886054976968	3.51855976769144	0.169886888910919	0.0	0	F_COMP~~SCZ_FG				Roadmap.373.	Roadmap.373.	Roadmap.373.	chromatin	Angular Gyrus H3K9ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.61.	F_COMP	~~	SCZ_FG	0.0003368566194875	0.337159807091631	3.56803261765853	1.67037036947666	0.0620973114081045	0.0	0	F_COMP~~SCZ_FG				Roadmap.61.	Roadmap.61.	Roadmap.61.	chromatin	Anterior Caudate H3K27ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.140.	F_COMP	~~	SCZ_FG	0.0025532785833483	1.04070050551222	4.1871249036327	2.14262257298195	0.0684430135933605	0.0	0	F_COMP~~SCZ_FG				Roadmap.140.	Roadmap.140.	Roadmap.140.	chromatin	Anterior Caudate H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.228.	F_COMP	~~	SCZ_FG	0.003939717991036	1.77244242563049	1.81379050124618	2.15197005438287	0.352655609299963	0.0	0	F_COMP~~SCZ_FG				Roadmap.228.	Roadmap.228.	Roadmap.228.	chromatin	Anterior Caudate H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.316.	F_COMP	~~	SCZ_FG	0.0020726412904307	1.259735316364	3.0631656581257	3.25961721716647	0.263384054953418	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.316.	Roadmap.316.	Roadmap.316.	chromatin	Anterior Caudate H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.374.	F_COMP	~~	SCZ_FG	0.0022721682312653	0.973637083008369	1.86865454600948	3.20827656551108	0.393290020874767	0.0	0	F_COMP~~SCZ_FG				Roadmap.374.	Roadmap.374.	Roadmap.374.	chromatin	Anterior Caudate H3K9ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.62.	F_COMP	~~	SCZ_FG	0.0020796644760034	1.07901984402601	3.02251534664164	1.88946965915651	0.142216432207667	0.0	0	F_COMP~~SCZ_FG				Roadmap.62.	Roadmap.62.	Roadmap.62.	chromatin	Cingulate Gyrus H3K27ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.141.	F_COMP	~~	SCZ_FG	0.0033780507075528	1.91279845285927	4.70315740419614	2.75756272766052	0.0896506270192169	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.141.	Roadmap.141.	Roadmap.141.	chromatin	Cingulate Gyrus H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.229.	F_COMP	~~	SCZ_FG	0.0005252296976412	0.25618126918839	0.0427698860484147	2.10802451632546	0.67511750723765	0.0	0	F_COMP~~SCZ_FG				Roadmap.229.	Roadmap.229.	Roadmap.229.	chromatin	Cingulate Gyrus H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.317.	F_COMP	~~	SCZ_FG	0.0013387592225709	0.795146448306796	0.593482051490327	3.30447331291533	0.5489545664116	0.0	0	F_COMP~~SCZ_FG				Roadmap.317.	Roadmap.317.	Roadmap.317.	chromatin	Cingulate Gyrus H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.375.	F_COMP	~~	SCZ_FG	0.0020455751280131	1.0617693931854	2.30019668845399	3.12906167441309	0.338879588214298	0.0	0	F_COMP~~SCZ_FG				Roadmap.375.	Roadmap.375.	Roadmap.375.	chromatin	Cingular Gyrus H3K9ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.65.	F_COMP	~~	SCZ_FG	0.0016653321376394	1.08799733105622	2.59918775738113	2.07523410727274	0.220470265729335	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.65.	Roadmap.65.	Roadmap.65.	chromatin	dLPFC H3K27ac	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.145.	F_COMP	~~	SCZ_FG	0.002088242678778	1.28468625123397	5.47884150893115	2.80339199799152	0.0550603553993344	0.0	0	F_COMP~~SCZ_FG				Roadmap.145.	Roadmap.145.	Roadmap.145.	chromatin	dLPFC H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.233.	F_COMP	~~	SCZ_FG	0.0030383474011962	0.674408377665194	4.80553020756092	2.47415690770777	0.0620106271772268	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.233.	Roadmap.233.	Roadmap.233.	chromatin	dLPFC H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.321.	F_COMP	~~	SCZ_FG	0.0013666452783641	0.93396736935038				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_COMP~~SCZ_FG				Roadmap.321.	Roadmap.321.	Roadmap.321.	chromatin	dLPFC H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.377.	F_COMP	~~	SCZ_FG	0.0005148277605555	0.461635595017639	1.92167868296495	3.59778676249709	0.39890617557784	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.377.	Roadmap.377.	Roadmap.377.	chromatin	dLPFC H3K9ac	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.142.	F_COMP	~~	SCZ_FG	0.0012061599204033	0.56333882827492	3.43282694721681	3.20721581291196	0.224061512576586	0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer (NLMINB) claimed the model converged, but not all elements 
   of the gradient are (near) zero; the optimizer may not have found a local 
   solution use check.gradient = FALSE to skip this check."	F_COMP~~SCZ_FG				Roadmap.142.	Roadmap.142.	Roadmap.142.	chromatin	Germinal Matrix H3K6me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.230.	F_COMP	~~	SCZ_FG	0.0019770539372903	1.29407850868029	0.672049695321816	3.56913761960482	0.536605305865084	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.230.	Roadmap.230.	Roadmap.230.	chromatin	Germinal Matrix H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.318.	F_COMP	~~	SCZ_FG	0.0008527362759348	1.12354706192561				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_COMP~~SCZ_FG				Roadmap.318.	Roadmap.318.	Roadmap.318.	chromatin	Germinal Matrix H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.63.	F_COMP	~~	SCZ_FG	0.0018809281571457	1.20396258103205	2.06699664767251	1.61129867928848	0.253922588490065	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.63.	Roadmap.63.	Roadmap.63.	chromatin	Middle Hippocampus H3K27ac	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.143.	F_COMP	~~	SCZ_FG	0.0015165598372608	0.889313384986401	2.50074849375628	1.85522891411938	0.209277989796546	0.0	0	F_COMP~~SCZ_FG				Roadmap.143.	Roadmap.143.	Roadmap.143.	chromatin	Middle Hippocampus H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.231.	F_COMP	~~	SCZ_FG	0.0015631504506504	1.61932782105061	2.90685286427461	1.44193141051388	0.0930125589324876	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.231.	Roadmap.231.	Roadmap.231.	chromatin	Middle Hippocampus H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.319.	F_COMP	~~	SCZ_FG	0.001724291483567	1.13203324433467	3.67116699152048	2.57502127142266	0.14978921936296	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.319.	Roadmap.319.	Roadmap.319.	chromatin	Middle Hippocampus H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.64.	F_COMP	~~	SCZ_FG	0.0011824983868229	0.989257063459857	2.50212487428176	1.66672414288757	0.183729341937456	0.0	0	F_COMP~~SCZ_FG				Roadmap.64.	Roadmap.64.	Roadmap.64.	chromatin	Inferior Temporal Lobe H3K27ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.144.	F_COMP	~~	SCZ_FG	0.0022573062961347	1.18830095117024	7.72326958837092	2.4984263478271	0.0035618914252743	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.144.	Roadmap.144.	Roadmap.144.	chromatin	Interior Temporal Lobe H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.232.	F_COMP	~~	SCZ_FG	0.0026904132146655	1.06102733086312	-0.461919801426667	2.66924024261577	0.708048074933493	0.0	0	F_COMP~~SCZ_FG				Roadmap.232.	Roadmap.232.	Roadmap.232.	chromatin	Inferior Temporal Lobe H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.320.	F_COMP	~~	SCZ_FG	0.0018945771907957	0.986649292290981	2.00573705900905	3.28507048485403	0.379743744763261	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.320.	Roadmap.320.	Roadmap.320.	chromatin	Interior Temporal Lobe H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.376.	F_COMP	~~	SCZ_FG	0.0005388665596983	1.37620868589415	2.97939798328434	2.77655318557546	0.237954575459192	0.0	0	F_COMP~~SCZ_FG				Roadmap.376.	Roadmap.376.	Roadmap.376.	chromatin	Inferior Temporal Lobe H3K9ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.66.	F_COMP	~~	SCZ_FG	0.00071270776777	0.909770187845377	4.30220919164016	1.64932342967379	0.0226337698134657	0.0	0	F_COMP~~SCZ_FG				Roadmap.66.	Roadmap.66.	Roadmap.66.	chromatin	Substantia Nigra H3K27ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.146.	F_COMP	~~	SCZ_FG	0.0012969197762881	1.01145680454456	3.91779198259296	4.16585556257832	0.241836763900625	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_COMP~~SCZ_FG				Roadmap.146.	Roadmap.146.	Roadmap.146.	chromatin	Substantia Nigra H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.234.	F_COMP	~~	SCZ_FG	0.0015779587665841	0.569343059576323	3.48526950790823	2.2625300879642	0.13600466277531	0.0	0	F_COMP~~SCZ_FG				Roadmap.234.	Roadmap.234.	Roadmap.234.	chromatin	Substantia Nigra H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.322.	F_COMP	~~	SCZ_FG	0.0009369386216313	1.11169347071595	1.85168660575239	3.49305435221802	0.403683995945327	0.0	0	F_COMP~~SCZ_FG				Roadmap.322.	Roadmap.322.	Roadmap.322.	chromatin	Substantia Nigra H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.378.	F_COMP	~~	SCZ_FG	0.0021227961159578	1.27501440702715	0.988492561797078	4.00859203950612	0.501145239347791	0.0	0	F_COMP~~SCZ_FG				Roadmap.378.	Roadmap.378.	Roadmap.378.	chromatin	Subtantia Nigra H3K9ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.13.	F_COMP	~~	SCZ_FG	0.0023394403274412	1.32129702833004	6.96556763402894	3.29756344417567	0.0352190156274189	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_COMP~~SCZ_FG				Roadmap.13.	Roadmap.13.	Roadmap.13.	chromatin	Fetal Adrenal Gland DNase	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.71.	F_COMP	~~	SCZ_FG	0.0008263547913314	0.937753525169325	3.84425068821589	1.50294988331415	0.0292158267381812	0.0	0	F_COMP~~SCZ_FG				Roadmap.71.	Roadmap.71.	Roadmap.71.	chromatin	Fetal Adrenal Gland H3K27ac	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.152.	F_COMP	~~	SCZ_FG	0.0014244467767505	0.965184082046995	3.41117806377075	1.09360975999656	0.0137344747905023	0.0	0	F_COMP~~SCZ_FG				Roadmap.152.	Roadmap.152.	Roadmap.152.	chromatin	Fetal Adrenal Gland H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.240.	F_COMP	~~	SCZ_FG	0.0027427922979175	1.29622427302963	0.75470320796047	1.45021899579473	0.567158569430733	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.240.	Roadmap.240.	Roadmap.240.	chromatin	Fetal Adrenal Gland H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.328.	F_COMP	~~	SCZ_FG	0.001222361742008	0.999130447099218	1.35764314989493	3.73519506809689	0.461859753537776	0.0	0	F_COMP~~SCZ_FG				Roadmap.328.	Roadmap.328.	Roadmap.328.	chromatin	Fetal Adrenal Gland H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.15.	F_COMP	~~	SCZ_FG	0.002796066031816	1.56188430647343	-0.917477702767329	3.7924771142225	0.693431377122184	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.15.	Roadmap.15.	Roadmap.15.	chromatin	Fetal Female Brain Dnase	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.154.	F_COMP	~~	SCZ_FG	0.0008107277070362	1.26583841808715	3.82549319855437	1.9946948167256	0.0783139960578613	0.0	0	F_COMP~~SCZ_FG				Roadmap.154.	Roadmap.154.	Roadmap.154.	chromatin	Fetal Female Brain H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.242.	F_COMP	~~	SCZ_FG	0.0018149626566516	0.493678303877408	1.34039698588117	2.7509469219766	0.450761316175644	0.0	0	F_COMP~~SCZ_FG				Roadmap.242.	Roadmap.242.	Roadmap.242.	chromatin	Fetal Female Brain H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.330.	F_COMP	~~	SCZ_FG	0.0009075274581913	1.21033318651103	5.88961941327713	3.06491194706578	0.0553165526132688	0.0	0	F_COMP~~SCZ_FG				Roadmap.330.	Roadmap.330.	Roadmap.330.	chromatin	Fetal Female Brain H3K4me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.14.	F_COMP	~~	SCZ_FG	0.0013564798919616	0.904332977079918	6.39332297100098	3.69077735038238	0.0719669354836783	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.14.	Roadmap.14.	Roadmap.14.	chromatin	Fetal Male Brain DNAse	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.153.	F_COMP	~~	SCZ_FG	0.0013596966322321	1.83405303889309				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_COMP~~SCZ_FG				Roadmap.153.	Roadmap.153.	Roadmap.153.	chromatin	Fetal Male Brain H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.241.	F_COMP	~~	SCZ_FG	0.0011614112823788	0.967367737005231	2.14635407840577	1.39396530360392	0.205433412473212	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_FG				Roadmap.241.	Roadmap.241.	Roadmap.241.	chromatin	Fetal Male Brain H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
